age_emp;gender;edu_level;job_title;year_exp;salary_emp;age_category;exp_level
33;Female;Bachelor;Front end Developer;5;105000;Millenial;Mid
43;Female;Bachelor;Content Marketing Manager;12;120000;Genn X;Senior
27;Female;Bachelor;Full Stack Engineer;4;73895;Millenial;Mid
33;Female;Bachelor;Sales Director;7;90000;Millenial;Mid
24;Male;Bachelor;Sales Executive;1;35000;Gen Z;Entry
26;Male;Bachelor;Back end Developer;2;63789;Gen Z;Entry
36;Male;Bachelor;Data Analyst;9;162000;Millenial;Senior
36;Male;Bachelor;Front end Developer;7;120000;Millenial;Mid
36;Male;Bachelor;Senior Accountant;7;90000;Millenial;Mid
27;Female;Bachelor;Product Manager;4;150000;Millenial;Mid
46;Male;Bachelor;Senior Software Engineer;22;174324;Genn X;Senior
31;Female;Bachelor;Full Stack Engineer;7;108204;Millenial;Mid
39;Female;Bachelor;Senior Account Executive;12;95000;Millenial;Senior
37;Female;Bachelor;Software Engineer Manager;11;170000;Millenial;Senior
26;Male;Bachelor;Junior Accountant;1;35000;Gen Z;Entry
29;Female;Bachelor;Full Stack Engineer;6;100358;Millenial;Mid
29;Male;Bachelor;Sales Director;6;75000;Millenial;Mid
36;Female;Bachelor;Senior Marketing Manager;8;95000;Millenial;Senior
27;Male;Bachelor;Software Developer;3;62000;Millenial;Mid
36;Male;Bachelor;Senior Business Development Manager;8;110000;Millenial;Senior
26;Female;Bachelor;Marketing Coordinator;2;40000;Gen Z;Entry
26;Male;Bachelor;Data Analyst;3;135000;Gen Z;Mid
27;Male;Bachelor;Data Analyst;2;110000;Millenial;Entry
50;Female;Bachelor;Sales Manager;18;180000;Genn X;Senior
26;Male;Bachelor;Junior Customer Support Specialist;2;35000;Gen Z;Entry
40;Female;Bachelor;Senior Marketing Manager;12;130000;Millenial;Senior
44;Male;Bachelor;Senior Sales Manager;16;130000;Genn X;Senior
41;Female;Bachelor;Senior Project Engineer;20;151315;Millenial;Senior
25;Female;Bachelor;Marketing Analyst;0;40000;Gen Z;Entry
26;Male;Bachelor;Software Engineer;1;52000;Gen Z;Entry
27;Male;Bachelor;Software Engineer;3;60000;Millenial;Mid
30;Male;Bachelor;Software Engineer;5;75000;Millenial;Mid
28;Male;Bachelor;Graphic Designer;3;60000;Millenial;Mid
26;Female;Bachelor;Web Developer;1;35000;Gen Z;Entry
31;Male;Bachelor;Front end Developer;6;115000;Millenial;Mid
28;Male;Bachelor;Financial Analyst;4;80000;Millenial;Mid
30;Male;Bachelor;Junior Business Analyst;2;40000;Millenial;Entry
26;Female;Bachelor;Sales Representative;2;40000;Gen Z;Entry
38;Male;Bachelor;Front end Developer;11;136285;Millenial;Senior
37;Female;Bachelor;Senior Financial Manager;10;120000;Millenial;Senior
29;Female;Bachelor;Product Manager;4;90000;Millenial;Mid
37;Male;Bachelor;Operations Manager;10;113000;Millenial;Senior
29;Male;Bachelor;Software Engineer;4;71000;Millenial;Mid
27;Male;Bachelor;Junior Product Manager;2;40000;Millenial;Entry
31;Female;Bachelor;Junior Financial Analyst;3;50000;Millenial;Mid
28;Female;Bachelor;Copywriter;2;40000;Millenial;Entry
35;Male;Bachelor;Operations Manager;8;90000;Millenial;Senior
33;Female;Bachelor;Full Stack Engineer;9;133326;Millenial;Senior
44;Male;Bachelor;Content Marketing Manager;11;110000;Genn X;Senior
52;Male;Bachelor;Back end Developer;25;168287;Genn X;Senior
24;Male;Bachelor;Back end Developer;1;55935;Gen Z;Entry
48;Female;Bachelor;Senior Project Engineer;22;168691;Genn X;Senior
28;Male;Bachelor;Marketing Analyst;3;70000;Millenial;Mid
25;Female;Bachelor;Junior Software Developer;1;35000;Gen Z;Entry
38;Male;Bachelor;Back end Developer;14;136449;Millenial;Senior
29;Female;Bachelor;Front end Developer;4;90000;Millenial;Mid
29;Female;Bachelor;Software Engineer;4;140000;Millenial;Mid
28;Male;Bachelor;Junior Web Developer;2;45000;Millenial;Entry
26;Male;Bachelor;Junior HR Coordinator;2;38000;Gen Z;Entry
24;Female;Bachelor;Back end Developer;1;61095;Gen Z;Entry
29;Male;Bachelor;Marketing Analyst;4;70000;Millenial;Mid
28;Male;Bachelor;Software Engineer;5;150000;Millenial;Mid
30;Female;Bachelor;Financial Manager;4;55000;Millenial;Mid
29;Male;Bachelor;Junior Business Operations Analyst;1.5;35000;Millenial;Entry
33;Female;Bachelor;Junior HR Generalist;7;65000;Millenial;Mid
38;Male;Bachelor;Back end Developer;12;132442;Millenial;Senior
34;Female;Bachelor;Full Stack Engineer;7;130000;Millenial;Mid
25;Male;Bachelor;Data Analyst;2;125000;Gen Z;Entry
29;Male;Bachelor;Product Manager;5;80000;Millenial;Mid
30;Male;Bachelor;Data Analyst;5;140000;Millenial;Mid
38;Female;Bachelor;Senior Project Engineer;13;131860;Millenial;Senior
34;Male;Bachelor;Operations Manager;8;90000;Millenial;Senior
36;Male;Bachelor;IT Support Specialist;7;60000;Millenial;Mid
29;Male;Bachelor;Front end Developer;3;80000;Millenial;Mid
39;Female;Bachelor;Senior Project Manager;12;130000;Millenial;Senior
28;Male;Bachelor;Software Engineer;5;160000;Millenial;Mid
30;Male;Bachelor;Software Developer;6;85000;Millenial;Mid
37;Male;Bachelor;Data Analyst;11;160000;Millenial;Senior
33;Male;Bachelor;Product Manager;8;130000;Millenial;Senior
27;Male;Bachelor;Product Designer;1;45000;Millenial;Entry
25;Female;Bachelor;Human Resources Coordinator;2;47000;Gen Z;Entry
31;Female;Bachelor;Junior HR Coordinator;4;50000;Millenial;Mid
23;Male;Bachelor;Sales Representative;1;35000;Gen Z;Entry
28;Male;Bachelor;Junior Business Analyst;2;40000;Millenial;Entry
33;Male;Bachelor;Junior Business Analyst;4;60000;Millenial;Mid
28;Female;Bachelor;Software Engineer;3;125000;Millenial;Mid
28;Male;Bachelor;Technical Support Specialist;2;40000;Millenial;Entry
44;Male;Bachelor;Senior Software Engineer;14;130000;Genn X;Senior
28;Female;Bachelor;Junior Software Engineer;2;48000;Millenial;Entry
27;Male;Bachelor;Software Engineer;3;70000;Millenial;Mid
31;Male;Bachelor;Data Analyst;9;195000;Millenial;Senior
48;Female;Bachelor;Senior Project Engineer;21;163209;Genn X;Senior
38;Male;Bachelor;Customer Service Manager;11;80000;Millenial;Senior
38;Male;Bachelor;Data Scientist;10;150000;Millenial;Senior
29;Male;Bachelor;Marketing Analyst;3;50000;Millenial;Mid
32;Male;Bachelor;Software Engineer Manager;9;104661;Millenial;Senior
23;Male;Bachelor;Sales Executive;1;35000;Gen Z;Entry
36;Male;Bachelor;Sales Representative;5;70000;Millenial;Mid
34;Male;Bachelor;Back end Developer;6;120000;Millenial;Mid
29;Male;Bachelor;Software Engineer;7;180000;Millenial;Mid
38;Female;Bachelor;Financial Manager;10;100000;Millenial;Senior
43;Male;Bachelor;Content Marketing Manager;14;140000;Genn X;Senior
23;Male;Bachelor;Data Analyst;1;92000;Gen Z;Entry
23;Female;Bachelor;Back end Developer;1;55000;Gen Z;Entry
43;Male;Bachelor;Full Stack Engineer;19;152726;Genn X;Senior
28;Male;Bachelor;Software Engineer;3;85000;Millenial;Mid
36;Male;Bachelor;Software Engineer Manager;8;135000;Millenial;Senior
27;Male;Bachelor;Front end Developer;3;80000;Millenial;Mid
34;Female;Bachelor;Financial Manager;5;70000;Millenial;Mid
42;Female;Bachelor;Senior Software Engineer;20;150534;Millenial;Senior
35;Male;Bachelor;Senior Marketing Coordinator;7;80000;Millenial;Mid
31;Female;Bachelor;Marketing Manager;7;100000;Millenial;Mid
32;Female;Bachelor;Marketing Manager;7;120000;Millenial;Mid
28;Male;Bachelor;Front end Developer;2;70000;Millenial;Entry
31;Male;Bachelor;Front end Developer;7;103282;Millenial;Mid
35;Male;Bachelor;Financial Analyst;6;65000;Millenial;Mid
27;Male;Bachelor;Software Engineer;2;70000;Millenial;Entry
42;Male;Bachelor;Back end Developer;18;150901;Millenial;Senior
37;Female;Bachelor;Senior Financial Analyst;9;100000;Millenial;Senior
29;Female;Bachelor;Full Stack Engineer;6;103579;Millenial;Mid
28;Male;Bachelor;Web Developer;4;65000;Millenial;Mid
30;Male;Bachelor;IT Support;2;50000;Millenial;Entry
50;Female;Bachelor;Operations Manager;22;160000;Genn X;Senior
28;Male;Bachelor;Full Stack Engineer;5;84407;Millenial;Mid
28;Female;Bachelor;Social Media Specialist;3;45000;Millenial;Mid
36;Male;Bachelor;Senior Product Manager;8;95000;Millenial;Senior
33;Female;Bachelor;Content Marketing Manager;7;90000;Millenial;Mid
27;Female;Bachelor;Web Developer;2;50000;Millenial;Entry
28;Female;Bachelor;Software Engineer;5;160000;Millenial;Mid
28;Female;Bachelor;Senior Project Engineer;4;70022;Millenial;Mid
46;Male;Bachelor;Senior Project Engineer;24;166828;Genn X;Senior
26;Female;Bachelor;Junior HR Coordinator;1;35000;Gen Z;Entry
32;Male;Bachelor;Operations Manager;6;90000;Millenial;Mid
30;Male;Bachelor;Operations Manager;5;70000;Millenial;Mid
42;Female;Bachelor;Sales Manager;17;100000;Millenial;Senior
47;Male;Bachelor;Senior Sales Manager;20;135000;Genn X;Senior
26;Male;Bachelor;Junior HR Generalist;2;50000;Gen Z;Entry
29;Female;Bachelor;Marketing Coordinator;4;65000;Millenial;Mid
43;Male;Bachelor;Supply Chain Manager;18;105000;Genn X;Senior
26;Female;Bachelor;Marketing Coordinator;1;45000;Gen Z;Entry
24;Male;Bachelor;Sales Manager;1;35000;Gen Z;Entry
38;Male;Bachelor;Front end Developer;11;136662;Millenial;Senior
41;Female;Bachelor;Senior Project Coordinator;11;95000;Millenial;Senior
33;Male;Bachelor;Junior Product Manager;4;60000;Millenial;Mid
28;Female;Bachelor;Software Engineer;5;150000;Millenial;Mid
27;Male;Bachelor;Front end Developer;2;65000;Millenial;Entry
29;Female;Bachelor;Digital Marketing Specialist;3;60000;Millenial;Mid
32;Male;Bachelor;Software Engineer;8;190000;Millenial;Senior
30;Female;Bachelor;Marketing Coordinator;5;95000;Millenial;Mid
34;Male;Bachelor;Back end Developer;10;126593;Millenial;Senior
28;Female;Bachelor;Front end Developer;3;80000;Millenial;Mid
35;Female;Bachelor;Junior Sales Representative;2;35000;Millenial;Entry
30;Female;Bachelor;Software Engineer;5;90000;Millenial;Mid
24;Male;Bachelor;Data Analyst;1;95000;Gen Z;Entry
32;Female;Bachelor;Junior Account Manager;5;55000;Millenial;Mid
32;Male;Bachelor;Product Manager;7;120000;Millenial;Mid
54;Male;Bachelor;Full Stack Engineer;25;179987;Genn X;Senior
26;Female;Bachelor;Data Analyst;3;100000;Gen Z;Mid
34;Male;Bachelor;Senior Operations Coordinator;7;90000;Millenial;Mid
41;Female;Bachelor;Content Marketing Manager;11;110000;Millenial;Senior
32;Male;Bachelor;Full Stack Engineer;5;120000;Millenial;Mid
42;Male;Bachelor;Content Marketing Manager;13;130000;Millenial;Senior
28;Male;Bachelor;Software Developer;1;50000;Millenial;Entry
36;Male;Bachelor;Full Stack Engineer;13;143885;Millenial;Senior
34;Male;Bachelor;Web Developer;7;85000;Millenial;Mid
32;Male;Bachelor;Data Scientist;8;180000;Millenial;Senior
35;Female;Bachelor;Product Manager;8;165000;Millenial;Senior
35;Female;Bachelor;Human Resources Manager;8;92000;Millenial;Senior
27;Male;Bachelor;Software Engineer;3;80000;Millenial;Mid
27;Female;Bachelor;Software Engineer;4;140000;Millenial;Mid
38;Male;Bachelor;Product Manager;13;160000;Millenial;Senior
35;Female;Bachelor;Product Manager;12;190000;Millenial;Senior
40;Female;Bachelor;Event Coordinator;12;60000;Millenial;Senior
30;Female;Bachelor;Full Stack Engineer;5;100000;Millenial;Mid
32;Male;Bachelor;Account Manager;5;75000;Millenial;Mid
32;Female;Bachelor;Product Manager;7;120000;Millenial;Mid
46;Male;Bachelor;IT Manager;19;120000;Genn X;Senior
49;Male;Bachelor;Full Stack Engineer;22;181132;Genn X;Senior
43;Male;Bachelor;Senior Project Manager;15;120000;Genn X;Senior
39;Male;Bachelor;Operations Manager;13;127000;Millenial;Senior
43;Male;Bachelor;Full Stack Engineer;18;152560;Genn X;Senior
44;Male;Bachelor;Content Marketing Manager;15;150000;Genn X;Senior
30;Female;Bachelor;Marketing Coordinator;4;58000;Millenial;Mid
31;Male;Bachelor;Operations Manager;5;70000;Millenial;Mid
51;Male;Bachelor;Sales Director;22;180000;Genn X;Senior
36;Male;Bachelor;Sales Representative;6;75000;Millenial;Mid
29;Male;Bachelor;Front End Developer;3;70000;Millenial;Mid
28;Female;Bachelor;Marketing Analyst;3;60000;Millenial;Mid
39;Female;Bachelor;Senior Marketing Coordinator;9;110000;Millenial;Senior
26;Female;Bachelor;Graphic Designer;2;50000;Gen Z;Entry
25;Male;Bachelor;Financial Analyst;1;55000;Gen Z;Entry
32;Male;Bachelor;Junior Marketing Manager;6;72000;Millenial;Mid
26;Male;Bachelor;Software Developer;2;60000;Gen Z;Entry
33;Female;Bachelor;Junior Operations Analyst;5;70000;Millenial;Mid
25;Male;Bachelor;Help Desk Analyst;0;35000;Gen Z;Entry
24;Male;Bachelor;Back end Developer;2;64182;Gen Z;Entry
31;Male;Bachelor;Product Manager;8;190000;Millenial;Senior
49;Female;Bachelor;Back end Developer;19;120177;Genn X;Senior
23;Female;Bachelor;Senior Project Engineer;0;52831;Gen Z;Entry
41;Male;Bachelor;Software Engineer;11;185000;Millenial;Senior
35;Male;Bachelor;Full Stack Engineer;8;145000;Millenial;Senior
43;Male;Bachelor;Senior IT Project Manager;14;130000;Genn X;Senior
30;Male;Bachelor;Junior Advertising Coordinator;3;45000;Millenial;Mid
25;Female;Bachelor;Data Analyst;2;110000;Gen Z;Entry
27;Female;Bachelor;Junior Software Developer;2;36000;Millenial;Entry
30;Male;Bachelor;Software Engineer;4;65000;Millenial;Mid
29;Female;Bachelor;Software Developer;3;65000;Millenial;Mid
42;Female;Bachelor;Senior Project Manager;12;120000;Millenial;Senior
27;Female;Bachelor;Graphic Designer;2;50000;Millenial;Entry
30;Female;Bachelor;Junior HR Coordinator;2;40000;Millenial;Entry
54;Male;Bachelor;Senior Project Engineer;28;192292;Genn X;Senior
37;Male;Bachelor;Junior Sales Representative;6;75000;Millenial;Mid
40;Male;Bachelor;Software Engineer;12;195000;Millenial;Senior
25;Female;Bachelor;Marketing Manager;2;55000;Gen Z;Entry
30;Female;Bachelor;Sales Manager;5;90000;Millenial;Mid
26;Female;Bachelor;Social Media Manager;3;55000;Gen Z;Mid
38;Female;Bachelor;Senior Operations Coordinator;9;120000;Millenial;Senior
50;Male;Bachelor;Back end Developer;23;175966;Genn X;Senior
31;Female;Bachelor;Junior Business Development Associate;3;50000;Millenial;Mid
27;Male;Bachelor;Junior Business Development Associate;1.5;35000;Millenial;Entry
36;Female;Bachelor;Operations Manager;7;91000;Millenial;Mid
38;Female;Bachelor;Senior Accountant;10;80000;Millenial;Senior
27;Female;Bachelor;Back end Developer;3;80000;Millenial;Mid
29;Female;Bachelor;Junior Marketing Specialist;2;40000;Millenial;Entry
29;Male;Bachelor;Front End Developer;4;80000;Millenial;Mid
32;Female;Bachelor;Sales Director;8;80000;Millenial;Senior
28;Male;Bachelor;Back end Developer;4;71699;Millenial;Mid
29;Female;Bachelor;Junior Designer;2;40000;Millenial;Entry
23;Female;Bachelor;Junior HR Coordinator;1;32000;Gen Z;Entry
45;Male;Bachelor;Sales Operations Manager;18;110000;Genn X;Senior
26;Female;Bachelor;Web Developer;3;55000;Gen Z;Mid
23;Male;Bachelor;Data Analyst;1;90000;Gen Z;Entry
42;Male;Bachelor;Back end Developer;16;137489;Millenial;Senior
45;Male;Bachelor;Operations Manager;19;174000;Genn X;Senior
30;Male;Bachelor;Data Analyst;5;160000;Millenial;Mid
30;Female;Bachelor;Social Media Manager;4;55000;Millenial;Mid
30;Female;Bachelor;Junior Social Media Manager;3;45000;Millenial;Mid
36;Female;Bachelor;Financial Analyst;11;150000;Millenial;Senior
32;Male;Bachelor;Sales Director;7;90000;Millenial;Mid
34;Male;Bachelor;Back end Developer;10;126520;Millenial;Senior
31;Female;Bachelor;Junior Sales Representative;3;40000;Millenial;Mid
40;Female;Bachelor;Senior Account Manager;14;110000;Millenial;Senior
29;Male;Bachelor;Product Designer;3;60000;Millenial;Mid
27;Male;Bachelor;Technical Writer;2;45000;Millenial;Entry
38;Male;Bachelor;Software Engineer Manager;11;155000;Millenial;Senior
22;Male;Bachelor;Front End Developer;1;50000;Gen Z;Entry
27;Male;Bachelor;Software Engineer;3;75000;Millenial;Mid
27;Male;Bachelor;Back end Developer;2;75000;Millenial;Entry
23;Male;Bachelor;Full Stack Engineer;1;55000;Gen Z;Entry
36;Male;Bachelor;Front end Developer;14;139095;Millenial;Senior
31;Male;Bachelor;Project Manager;6;115000;Millenial;Mid
27;Male;Bachelor;Back end Developer;3;80000;Millenial;Mid
28;Female;Bachelor;Front end Developer;2;70000;Millenial;Entry
36;Male;Bachelor;Front end Developer;12;137878;Millenial;Senior
33;Female;Bachelor;Junior Operations Manager;5;70000;Millenial;Mid
33;Male;Master;Senior Project Engineer;10;117314;Millenial;Senior
45;Male;Master;Senior Software Engineer;22;182506;Genn X;Senior
31;Male;Master;Data Scientist;9;195000;Millenial;Senior
33;Female;Master;Product Manager;11;198000;Millenial;Senior
51;Female;Master;Director of Human Resources;21;190000;Genn X;Senior
27;Male;Master;Web Developer;2;50000;Millenial;Entry
33;Female;Master;Back end Developer;5;110000;Millenial;Mid
36;Male;Master;Senior Business Development Manager;11;120000;Millenial;Senior
45;Male;Phd;Data Scientist;19;190000;Genn X;Senior
57;Female;Phd;Full Stack Engineer;30;121450;Baby Boomer;Senior
31;Female;Phd;Research Scientist;8;120000;Millenial;Senior
45;Female;Phd;Senior UX Designer;16;160000;Genn X;Senior
32;Male;Phd;Senior Product Marketing Manager;8;80000;Millenial;Senior
45;Male;Phd;Senior Project Engineer;14;185000;Genn X;Senior
43;Female;Phd;Senior Data Scientist;15;150000;Genn X;Senior
50;Female;Phd;Director of Operations;22;180000;Genn X;Senior
54;Male;Phd;Software Engineer Manager;28;188484;Genn X;Senior
50;Male;Phd;Software Engineer Manager;20;210000;Genn X;Senior
42;Male;Phd;Senior Project Engineer;14;175000;Millenial;Senior
45;Male;Phd;Director of HR;14;140000;Genn X;Senior
52;Male;Phd;Chief Technology Officer;24;250000;Genn X;Senior
38;Female;Phd;Senior Research Scientist;12;140000;Millenial;Senior
36;Male;Phd;Director of Data Science;12;170000;Millenial;Senior
38;Female;Phd;Software Engineer Manager;15;144496;Millenial;Senior
41;Female;Phd;Senior Marketing Director;17;160000;Millenial;Senior
49;Female;Phd;Software Engineer Manager;22;178684;Genn X;Senior
51;Male;Phd;Marketing Manager;19;190000;Genn X;Senior
35;Female;Phd;Director of Marketing;12;170000;Millenial;Senior
62;Male;Phd;Software Engineer Manager;19;200000;Baby Boomer;Senior
39;Female;Phd;Software Engineer Manager;13;143814;Millenial;Senior
36;Female;Phd;Research Scientist;12;170000;Millenial;Senior
45;Male;Phd;Senior Software Engineer;13;185000;Genn X;Senior
42;Male;Phd;Senior Software Engineer;12;170000;Millenial;Senior
46;Male;Phd;Senior Project Engineer;16;190000;Genn X;Senior
24;Male;Phd;Digital Marketing Manager;1;30000;Gen Z;Entry
35;Female;Phd;Research Scientist;11;150000;Millenial;Senior
50;Male;Phd;Senior Project Engineer;19;200000;Genn X;Senior
43;Male;Phd;Senior Software Engineer;12;170000;Genn X;Senior
32;Male;Phd;Data Scientist;9;140000;Millenial;Senior
38;Male;Phd;Data Scientist;12;130000;Millenial;Senior
30;Male;Phd;Data Scientist;6;100000;Millenial;Mid
43;Female;Phd;Senior Product Designer;18;140000;Genn X;Senior
37;Male;Phd;Product Manager;14;195000;Millenial;Senior
40;Male;Phd;Sales Director;14;140000;Millenial;Senior
42;Female;Phd;Senior Marketing Manager;13;140000;Millenial;Senior
30;Male;Phd;Data Scientist;7;170000;Millenial;Mid
31;Female;Phd;Marketing Manager;6;75000;Millenial;Mid
50;Male;Phd;Senior Project Engineer;18;195000;Genn X;Senior
34;Female;Phd;Research Director;10;150000;Millenial;Senior
50;Female;Phd;Software Engineer Manager;16;185000;Genn X;Senior
52;Male;Phd;Software Engineer Manager;23;161568;Genn X;Senior
34;Male;Bachelor;Operations Manager;8;101000;Millenial;Senior
29;Male;Bachelor;Junior Business Analyst;1.5;40000;Millenial;Entry
30;Male;Bachelor;Back end Developer;5;100000;Millenial;Mid
33;Female;Bachelor;Junior Operations Analyst;5;50000;Millenial;Mid
31;Male;Bachelor;Junior Financial Analyst;3;50000;Millenial;Mid
35;Male;Bachelor;Web Developer;6;80000;Millenial;Mid
34;Male;Bachelor;Operations Manager;8;104000;Millenial;Senior
24;Female;Bachelor;Front end Developer;1;51265;Gen Z;Entry
37;Male;Bachelor;Senior Marketing Analyst;9;100000;Millenial;Senior
39;Male;Bachelor;Senior Marketing Specialist;10;120000;Millenial;Senior
37;Male;Bachelor;Software Engineer Manager;10;150000;Millenial;Senior
26;Female;Bachelor;Junior HR Generalist;2;42000;Gen Z;Entry
36;Female;Bachelor;Administrative Assistant;8;45000;Millenial;Senior
29;Female;Bachelor;Marketing Coordinator;3;55000;Millenial;Mid
27;Female;Bachelor;Software Engineer;3;70000;Millenial;Mid
37;Male;Bachelor;Senior Business Development Manager;10;120000;Millenial;Senior
30;Male;Bachelor;Junior Marketing Specialist;3;45000;Millenial;Mid
34;Female;Bachelor;Human Resources Manager;6;75000;Millenial;Mid
23;Male;Bachelor;Front end Developer;1;55000;Gen Z;Entry
39;Male;Master;Senior HR Generalist;9;95000;Millenial;Senior
25;Female;High School;Sales Executive;1;35000;Gen Z;Entry
26;Male;High School;Sales Manager;2;40000;Gen Z;Entry
22;Female;High School;Sales Associate;0;25000;Gen Z;Entry
35;Female;Master;Full Stack Engineer;11;151078;Millenial;Senior
41;Male;Master;Software Engineer Manager;14;180000;Millenial;Senior
45;Female;Master;Senior Human Resources Manager;18;160000;Genn X;Senior
45;Female;Master;Senior Marketing Manager;16;160000;Genn X;Senior
28;Female;Master;Financial Analyst;4;80000;Millenial;Mid
31;Male;Master;Product Manager;6;120000;Millenial;Mid
27;Female;Master;Senior HR Generalist;4;70000;Millenial;Mid
40;Female;Master;Human Resources Manager;11;120000;Millenial;Senior
41;Male;Master;Strategy Consultant;13;130000;Millenial;Senior
43;Female;Master;Human Resources Manager;14;146000;Genn X;Senior
50;Female;Master;Content Marketing Manager;19;190000;Genn X;Senior
34;Male;Master;Full Stack Engineer;6;125000;Millenial;Mid
44;Female;Phd;Senior Human Resources Manager;12;120000;Genn X;Senior
43;Male;Phd;Data Scientist;16;162000;Genn X;Senior
36;Female;Phd;Senior Product Marketing Manager;10;100000;Millenial;Senior
46;Male;Phd;Director of HR;15;150000;Genn X;Senior
46;Male;Phd;Software Engineer Manager;16;185000;Genn X;Senior
43;Female;Phd;Director of HR;14;140000;Genn X;Senior
60;Female;Phd;Software Engineer Manager;34;188651;Baby Boomer;Senior
38;Male;Phd;Senior Scientist;11;120000;Millenial;Senior
36;Male;Phd;Research Scientist;13;160000;Millenial;Senior
40;Male;Phd;Data Scientist;15;150000;Millenial;Senior
31;Male;High School;Junior Web Developer;4;55000;Millenial;Mid
26;Male;High School;Junior Sales Associate;2;35000;Gen Z;Entry
33;Male;High School;Junior HR Coordinator;3;38000;Millenial;Mid
24;Male;High School;Junior Sales Associate;1;26000;Gen Z;Entry
22;Male;High School;Junior Sales Associate;1;25000;Gen Z;Entry
44;Female;Master;Senior Software Engineer;11;170000;Genn X;Senior
33;Female;Master;Front end Developer;9;119918;Millenial;Senior
33;Female;Master;Data Analyst;7;95000;Millenial;Mid
46;Male;Master;Marketing Manager;14;140000;Genn X;Senior
48;Female;Master;Director of HR;20;180000;Genn X;Senior
38;Male;Master;Full Stack Engineer;15;170995;Millenial;Senior
40;Female;Master;Senior Software Engineer;16;138032;Millenial;Senior
47;Male;Master;Director of Marketing;19;170000;Genn X;Senior
34;Female;Master;Product Manager;12;190000;Millenial;Senior
41;Male;Master;Financial Manager;13;140000;Millenial;Senior
34;Male;Master;Back end Developer;6;125000;Millenial;Mid
26;Female;Master;Front end Developer;2;65840;Gen Z;Entry
31;Male;Master;Senior Financial Analyst;6;95000;Millenial;Mid
30;Male;Master;Full Stack Engineer;6;105725;Millenial;Mid
28;Male;Master;Web Developer;3;55000;Millenial;Mid
37;Male;Master;Marketing Director;14;190000;Millenial;Senior
29;Female;Master;Data Scientist;6;180000;Millenial;Mid
33;Female;Master;Marketing Manager;9;135000;Millenial;Senior
50;Female;Master;Senior Product Marketing Manager;18;180000;Genn X;Senior
29;Female;Master;Data Scientist;6;150000;Millenial;Mid
33;Female;Master;Front end Developer;10;119419;Millenial;Senior
28;Female;Master;Human Resources Coordinator;2;45000;Millenial;Entry
30;Male;Master;Software Engineer;6;170000;Millenial;Mid
42;Female;Master;Creative Director;14;120000;Millenial;Senior
47;Male;Master;VP of Finance;19;200000;Genn X;Senior
37;Male;Master;Senior Software Architect;9;120000;Millenial;Senior
26;Male;Master;Full Stack Engineer;3;70216;Gen Z;Mid
46;Male;Phd;Senior Data Analyst;19;150000;Genn X;Senior
50;Male;Phd;Senior Product Marketing Manager;15;150000;Genn X;Senior
54;Male;Phd;Software Engineer Manager;28;182013;Genn X;Senior
42;Male;Phd;Data Scientist;13;140000;Millenial;Senior
31;Female;Phd;Data Scientist;8;140000;Millenial;Senior
46;Male;Phd;Data Scientist;18;180000;Genn X;Senior
34;Male;Phd;Research Director;11;160000;Millenial;Senior
42;Female;Phd;Senior Marketing Manager;18;140000;Millenial;Senior
41;Female;Phd;Senior Data Scientist;16;200000;Millenial;Senior
47;Male;Phd;Software Engineer Manager;15;180000;Genn X;Senior
58;Male;Phd;Software Engineer Manager;17;200000;Baby Boomer;Senior
27;Female;Phd;Marketing Manager;4;55000;Millenial;Mid
42;Male;Phd;Director of HR;14;130000;Millenial;Senior
46;Female;Phd;Software Engineer Manager;23;168304;Genn X;Senior
44;Female;Phd;Senior Project Engineer;16;190000;Genn X;Senior
26;Male;High School;Junior Sales Associate;2;31000;Gen Z;Entry
30;Male;High School;Senior Project Engineer;11;103947;Millenial;Senior
24;Female;High School;Juniour HR Coordinator;1;32000;Gen Z;Entry
28;Female;High School;Sales Representative;3;40000;Millenial;Mid
25;Male;High School;Web Developer;2;45000;Gen Z;Entry
43;Male;Master;Data Scientist;15;198000;Genn X;Senior
33;Female;Master;Product Manager;10;195000;Millenial;Senior
31;Female;Master;Director of HR;6;95000;Millenial;Mid
29;Female;Master;Full Stack Engineer;5;102868;Millenial;Mid
26;Male;Master;Product Manager;2;120000;Gen Z;Entry
43;Male;Master;Senior Software Engineer;21;185119;Genn X;Senior
30;Female;Master;Full Stack Engineer;6;110707;Millenial;Mid
37;Male;Master;Software Engineer Manager;10;150000;Millenial;Senior
32;Male;Master;Back end Developer;7;120000;Millenial;Mid
35;Female;Master;Full Stack Engineer;10;152039;Millenial;Senior
27;Female;Master;Junior UX Designer;1.5;45000;Millenial;Entry
27;Female;Master;Data Scientist;4;150000;Millenial;Mid
28;Female;Master;Data Scientist;6;175000;Millenial;Mid
28;Male;Master;Full Stack Engineer;4;90452;Millenial;Mid
37;Male;Master;Senior Software Engineer;9;145000;Millenial;Senior
40;Female;Master;Marketing Coordinator;12;122000;Millenial;Senior
34;Male;Master;Data Scientist;9;140000;Millenial;Senior
31;Female;Master;Front end Developer;5;105000;Millenial;Mid
28;Male;Master;Product Manager;3;130000;Millenial;Mid
33;Male;Master;Data Scientist;10;195000;Millenial;Senior
35;Male;Master;Senior Software Engineer;8;155000;Millenial;Senior
42;Male;Phd;Data Scientist;14;140000;Millenial;Senior
55;Female;Phd;Software Engineer Manager;29;190543;Baby Boomer;Senior
